Sample	posterior	likelihood	prior	SkylineM.A_to_B.1	SkylineM.A_to_B.2	SkylineM.B_to_A.1	SkylineM.B_to_A.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.A.3	SkylineNe.A.4	SkylineNe.B.1	SkylineNe.B.2	SkylineNe.B.3	SkylineNe.B.4	psi.height	psi.treeLength	Mascot	D.treeLikelihood
98	-4265.820650277737	-4236.673474387053	-29.14717589068328	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.3620104216042772	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-0.3669925036213757	1.8567071679375562	2.0795289085751043	5.669690140939531	12.811725696128242	-7.984150255617375	-4236.673474387053
100	-4265.820650277737	-4236.673474387053	-29.14717589068328	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.3620104216042772	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-0.3669925036213757	1.8567071679375562	2.0795289085751043	5.669690140939531	12.811725696128242	-7.984150255617375	-4236.673474387053
102	-4264.961317991483	-4235.814417788151	-29.14690020333216	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.3620104216042772	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-0.3669925036213757	1.8567071679375562	2.0795289085751043	5.669690140939531	12.811725696128242	-7.983874568266257	-4235.814417788151
104	-4264.791516391084	-4235.814417788151	-28.977098602932074	0.6049810858913746	0.4663891218656039	-2.070765268140112	-1.3620104216042772	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	5.669690140939531	12.811725696128242	-7.889737117625295	-4235.814417788151
106	-4265.899892971533	-4235.814417788151	-30.085475183381142	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	5.669690140939531	12.811725696128242	-8.067963939825306	-4235.814417788151
108	-4265.940579277111	-4235.814410278343	-30.126168998768474	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	5.9626297482859165	13.397604910821013	-8.108657755212636	-4235.814410278343
110	-4265.874878764922	-4235.814426416962	-30.06045234795982	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	5.488108387775251	12.44856218979968	-8.042941104403985	-4235.814426416962
112	-4265.576765260956	-4235.822780512926	-29.753984748029627	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.2698432474047596	8.012031909058699	-7.736473504473791	-4235.822780512926
114	-4265.576765260956	-4235.822780512926	-29.753984748029627	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.2698432474047596	8.012031909058699	-7.736473504473791	-4235.822780512926
116	-4265.576765260956	-4235.822780512926	-29.753984748029627	0.6049810858913746	0.4663891218656039	-2.070765268140112	-0.5336794055461745	-0.5927919574926087	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.08941035374246867	-0.3669925036213757	1.8567071679375562	2.0795289085751043	3.2698432474047596	8.012031909058699	-7.736473504473791	-4235.822780512926
