Sample	posterior	likelihood	prior	SkylineM.A_to_B.1	SkylineM.A_to_B.2	SkylineM.B_to_A.1	SkylineM.B_to_A.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.B.1	SkylineNe.B.2	psi.height	psi.treeLength	Mascot	D.treeLikelihood
120	-6034.86342400977	-6001.985387994533	-32.8780360152365	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.717583081976989	10.74999663120721	-17.403144168140084	-6001.985387994533
122	-6034.86342400977	-6001.985387994533	-32.8780360152365	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.717583081976989	10.74999663120721	-17.403144168140084	-6001.985387994533
124	-6039.527572081438	-6005.738275163151	-33.78929691828657	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	3.0119270431579763	11.914338804256765	-18.31440507119014	-6005.738275163151
126	-6039.527572081438	-6005.738275163151	-33.78929691828657	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	3.0119270431579763	11.914338804256765	-18.31440507119014	-6005.738275163151
128	-6040.773993774444	-6006.994454802616	-33.77953897182774	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	3.0119270431579763	11.914338804256765	-18.304647124731318	-6006.994454802616
130	-6037.271537284757	-6004.089015480366	-33.1825218043911	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.2997187901512928	2.0855053576585796	2.819157570437942	11.151796824921062	-17.70762995729468	-6004.089015480366
132	-6037.466981717602	-6004.089015480366	-33.37796623723589	1.9032555398188469	1.6963588555060398	-0.36565144997876614	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.819157570437942	11.151796824921062	-17.72278853930534	-6004.089015480366
134	-6037.724223837438	-6004.089015480366	-33.63520835707279	1.9032555398188469	1.6963588555060398	-0.6157331727432314	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.819157570437942	11.151796824921062	-17.716276110803776	-6004.089015480366
136	-6037.827438427286	-6004.198031089637	-33.629407337649354	1.9032555398188469	1.6963588555060398	-0.6157331727432314	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.819157570437942	11.147495651878584	-17.710475091380342	-6004.198031089637
138	-6037.827438427286	-6004.198031089637	-33.629407337649354	1.9032555398188469	1.6963588555060398	-0.6157331727432314	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.819157570437942	11.147495651878584	-17.710475091380342	-6004.198031089637
